,지역,시설구분,기관명,소재지,연락처,홈페이지,위도,경도
562,송파구,직업재활시설,굿윌스토어(♠),송파구 마천로 226 (마천동) 굿윌스토어(♠),02-6913-9100,,37.5002332,127.1429345
563,송파구,직업재활시설,함재보호작업장,송파구 새말로10길 19 (문정동) 함재보호작업장,070-7438-9103,,37.4811352,127.1277366
564,송파구,직업재활시설,두손장애인보호작업장,송파구 송이로 31길 4-15(문정동) 두손장애인보호작업장,070-8729-9567,,37.4879669,127.1325974
565,강동구,직업재활시설,라온클린패밀리,강동구 고덕로 295-45 라온클린패밀리,02-3427-0876,,37.5577349,127.1585865
566,강동구,직업재활시설,서울장애인종합복지관 보호작업장,강동구 고덕로 201 서울장애인종합복지관 보호작업장,02-440-5880,,37.5558563,127.1482802
567,강동구,직업재활시설,성지보호작업장,강동구 동남로 85길 15 성지보호작업장,02-481-8666,,37.5612461,127.1558947
568,강동구,직업재활시설,강동구 장애인보호작업장,강동구 고덕로 100-5 강동구 장애인보호작업장,070-4837-4550,,37.5543108,127.1365702
569,강동구,직업재활시설,아이티어빌리티센터,강동구 명일로 230 삼보프리빌 301호 아이티어빌리티센터,02-470-1374,,37.5391493,127.1468135
570,강동구,직업재활시설,성분도보호작업장,경기도 광주시 도척면 국사봉로 159-10 성분도보호작업장,031-799-0339,,37.3167174,127.3506713
571,강동구,직업재활시설,푸른보호작업장,강동구 상암로3길 86 푸른보호작업장,02-441-7222,,37.5543166,127.1281487
572,강동구,직업재활시설,아이비장애인 보호작업장,강동구 천중로 87 3층 아이비장애인 보호작업장,02-484-3825,,37.5447879,127.1317169
573,강동구,직업재활시설,동안우리복지센터,강동구 풍성로 146 동안우리복지센터,02-473-0558,,37.5309985,127.1281928
574,강동구,직업재활시설,파란마음복지센터,강동구 진황도로 100 하이브 3층 파란마음복지센터,02-487-4548,,37.5354205,127.1374068
575,강동구,직업재활시설,선한복지센터,"강동구 양재대로91길 62 (성내동, 동아아파트상가4층) 선한복지센터",02-470-2301,,37.5287576,127.1326569
576,강동구,직업재활시설,소망드림복지센터,강동구 암사동512-4 2층 소망드림복지센터,02-426-2577,,37.5498987,127.1265488
577,도봉구,주간보호시설,그린도봉주간보호센터,서울특별시 도봉구 도봉로 575 그린도봉주간보호센터,02-956-5300,,37.6564134,127.0388164
578,송파구,단기보호시설,위투게더,서울특별시 송파구 성내천로 239 영광빌딩2층,02-400-0260,,37.4991361,127.1543494
579,강북구,거주(유형별＊중증＊영유아)시설,효정비전타운,경기도 용인시 처인구 백암면 삼백로 648 효정비전타운,031-323-0030,,37.1284741,127.373524
580,강서구,거주(유형별＊중증＊영유아)시설,교남소망의집,서울특별시 강서구 까치산로22길 38 교남소망의집,02-2602-3880,,37.5480187,126.8523092
581,송파구,거주(유형별＊중증＊영유아)시설,신아재활원,서울특별시 송파구 양산로8길 17 신아재활원,02-400-4695,,37.4914401,127.1455073
582,송파구,거주(유형별＊중증＊영유아)시설,생수의 집,경기도 포천시 군내면 청군로 2813-18 생수의 집,031-536-0585,,37.8663321,127.250525
583,송파구,거주(유형별＊중증＊영유아)시설,루디아의 집,경기도 가평군 북면 오목골길 8-47 루디아의 집,031-581-1215,,37.9197712,127.4929901
584,관악구,주간보호시설,갑을장애인주간보호센터,서울특별시 관악구 난우16길 13-7 2층 갑을장애인주간보호시설,02-6414-8586,,37.4777105,126.9178696
585,강서구,주간보호시설,강서뇌성마비주간보호센터,"서울시 강서구 방화대로 45길 69, 2층 (강서뇌성마비복지관 내)",02-2662-3491,www.grccp.or.kr,37.574198,126.8125849
586,마포구,주간보호시설,마포장애인종합복지관,"마포구 월드컵북로 30길 9-22, 102동 102호 (성산동, 성산월드타운대림아파트) [성산동 601번지]",02-302-1066,http://www.mapowelfare.or.kr,37.5698541,126.9076957
587,중랑구,복지관,원광장애인종합복지관,중랑구 신내로 56 (신내동 572-2),02-438-2691,http://www.wwcd.or.kr,37.604429,127.0959641
588,강서구,주간보호시설,로뎀나무,강서구 까치산로18나길 36 (화곡동 772-60 1층),02-2065-0993,www.kcusw.net,37.5458718,126.8495672
589,구로구,단기보호시설,헬렌의집,서울특별시 구로구 구로중앙로27나길 18 (구로동),02-830-8807,,37.4968616,126.8849101
590,구로구,주간보호시설,양지골,구로구 구로중앙로28길 62 5층 (구로동 109-3),02-859-7732,http://yangjigol.or.kr,37.4999682,126.8890724
591,마포구,단기보호시설,한벗둥지,마포구 월드컵북로12길 98 (성산동 23-11) 한벗둥지,02-336-3100,http://cafe.naver.com/hanbeotdunggi,37.5654329,126.9151789
592,중구,주간보호시설,파란마음주간보호센터,중구 다산로22길 11 (신당동 340-180) 1층,02-2235-8708,http://happylog.naver.com/paranmaum,37.5576765,127.0130703
593,강동구,거주(유형별＊중증＊영유아)시설,주몽재활원,강동구 상암로 369 (상일동 179),070-8255-0315~6,www.jumong.or.kr,37.5460996,127.163854
594,송파구,수화통역센터,송파구수화통역센터,"서울시 송파구 송파1동 15-2 3층 서울시 송파구 송파대로 460, 3층",02-424-3323,http://cafe.daum.net/sp-deaf,37.5076437,127.105472
595,기타,직업재활시설,TEST,서울특별시 강남구 학동로 402 TEST,02-1111-1111,,37.5169881,127.0418066
